5A	922919	923404	3.8	528279	528684	color=vvdgreen
5A	922919	923404	3.8	526106	526927	color=vvdgreen
5A	922919	923404	3.8	527198	528625	color=vvdgreen
RA	1659113	1660459	3.3	1392389	1392818	color=vvdgreen
2A	1464936	1466204	3.2	1428335	1429628	color=vvdgreen
2A	1464936	1466204	3.2	1428143	1429602	color=vvdgreen
1A	1499589	1501313	3.5	1129832	1130335	color=vvdgreen
2A	1948568	1949689	3.2	2158597	2158972	color=vvdgreen
2A	1948568	1949689	3.2	2183095	2183533	color=vvdgreen
RA	452263	452817	3.1	2004412	2004673	color=vvdgreen
RA	452263	452817	3.1	1988846	1989300	color=vvdgreen
1A	816538	817347	3.6	1079711	1080246	color=vvdgreen
1A	759785	760667	3.6	679713	680064	color=vvdgreen
RA	993682	995182	3.1	863583	864030	color=vvdgreen
RA	1305270	1306755	3.1	1373354	1373632	color=vvdgreen
RA	1305270	1306755	3.1	1374117	1374405	color=vvdgreen
5A	850979	852697	3.4	379590	380844	color=vvdgreen
5A	850979	852697	3.4	378483	378824	color=vvdgreen
3A	1270917	1271194	3.3	851105	851424	color=vvdgreen
3A	1270917	1271194	3.3	850716	852306	color=vvdgreen
3A	1270917	1271194	3.3	850688	851016	color=vvdgreen
RA	426815	427443	3.1	1957803	1958296	color=vvdgreen
2A	1971901	1972165	3.2	2000906	2001344	color=vvdgreen
2A	1203102	1203426	3.2	985366	985777	color=vvdgreen
2A	1203102	1203426	3.2	985682	986097	color=vvdgreen
1A	370618	371932	3.6	692805	693035	color=vvdgreen
1A	370618	371932	3.6	693100	693488	color=vvdgreen
3A	273375	273583	3.3	142536	143550	color=vvdgreen
3A	1727632	1729192	3.9	64843	65218	color=vvdgreen
3A	1727632	1729192	3.9	63003	63773	color=vvdgreen
RA	1479273	1479487	3.1	1573133	1573434	color=vvdgreen
3A	546697	547083	3.3	792716	793039	color=vvdgreen
3A	546697	547083	3.3	788534	788777	color=vvdgreen
3A	1303620	1305222	3.3	412666	412962	color=vvdgreen
3A	1303620	1305222	3.3	413139	414194	color=vvdgreen
1A	2922206	2923623	3.4	1377729	1378459	color=vvdgreen
1A	2922206	2923623	3.4	1379175	1380116	color=vvdgreen
1A	2922206	2923623	3.4	1377859	1378328	color=vvdgreen
RA	2061385	2061678	3.10	242876	243914	color=vvdgreen
RA	1411322	1412050	3.1	1538275	1539155	color=vvdgreen
3A	1495351	1496099	3.9	310226	310507	color=vvdgreen
3A	1626495	1626733	3.9	177075	177296	color=vvdgreen
3A	1626495	1626733	3.9	171131	171775	color=vvdgreen
3A	1085843	1086719	3.3	1056193	1057162	color=vvdgreen
3A	1085843	1086719	3.3	1058913	1059532	color=vvdgreen
7A	514252	514556	3.7	414306	414979	color=vvdgreen
7A	514252	514556	3.7	419658	420085	color=vvdgreen
1A	2252357	2253048	3.4	685345	685830	color=vvdgreen
1A	2252357	2253048	3.4	684286	685237	color=vvdgreen
1A	1525269	1525496	3.5	578953	579361	color=vvdgreen
7A	628371	628573	3.7	360177	360442	color=vvdgreen
7A	628371	628573	3.7	360141	360485	color=vvdgreen
3A	245723	245957	3.3	179048	179270	color=vvdgreen
3A	245723	245957	3.3	178991	179347	color=vvdgreen
5A	686049	686348	3.8	790487	790709	color=vvdgreen
5A	686049	686348	3.8	780354	780780	color=vvdgreen
5A	706595	707364	3.8	769385	770035	color=vvdgreen
5A	706595	707364	3.8	770716	770997	color=vvdgreen
5A	706595	707364	3.8	768935	771001	color=vvdgreen
2A	1696762	1698194	3.2	1632346	1633033	color=vvdgreen
2A	1696762	1698194	3.2	1630597	1632071	color=vvdgreen
RA	230477	231704	3.1	2245276	2245786	color=vvdgreen
RA	226238	227370	3.1	2245276	2245786	color=vvdgreen
6A	767445	767646	3.3	1527018	1527240	color=vvdgreen
6A	767445	767646	3.3	1526064	1526465	color=vvdgreen
1A	871521	871783	3.6	1023651	1023853	color=vvdgreen
3A	363780	365145	3.3	67082	68086	color=vvdgreen
3A	363780	365145	3.3	50216	51029	color=vvdgreen
4A	1137754	1138647	3.5	398199	398558	color=vvdgreen
4A	1137754	1138647	3.5	398304	398510	color=vvdgreen
4A	1137754	1138647	3.5	397222	397469	color=vvdgreen
2A	1803087	1803567	3.2	1900356	1901821	color=vvdgreen
2A	1803087	1803567	3.2	1911233	1911459	color=vvdgreen
2A	829500	829712	3.2	824626	825189	color=vvdgreen
RA	1025966	1026798	3.1	1152228	1152430	color=vvdgreen
2A	250487	252542	3.2	334115	334552	color=vvdgreen
RA	838214	838968	3.1	1631839	1632460	color=vvdgreen
RA	838214	838968	3.1	1630075	1630888	color=vvdgreen
2A	1014854	1015760	3.2	1206294	1206731	color=vvdgreen
2A	1048391	1048597	3.2	1239663	1240437	color=vvdgreen
5A	488279	488515	3.4	408438	409095	color=vvdgreen
1A	779889	780494	3.6	139115	139804	color=vvdgreen
4A	100698	100972	3.1	198456	199145	color=vvdgreen
4A	237314	240176	3.1	66592	67041	color=vvdgreen
4A	237314	240176	3.1	62386	62935	color=vvdgreen
4A	237314	240176	3.1	51794	52465	color=vvdgreen
RA	1668406	1669403	3.3	1377081	1377374	color=vvdgreen
2A	622882	623182	3.2	529683	530455	color=vvdgreen
2A	622882	623182	3.2	528661	528863	color=vvdgreen
4A	271576	271883	3.1	395873	396187	color=vvdgreen
4A	479073	479301	3.1	337793	339519	color=vvdgreen
1A	957861	958691	3.6	939744	940138	color=vvdgreen
1A	957861	958691	3.6	933261	934242	color=vvdgreen
3A	197787	198030	3.5	737659	738422	color=vvdgreen
RA	1013274	1014094	3.1	1129448	1130015	color=vvdgreen
3A	1759165	1761003	3.9	29003	29827	color=vvdgreen
3A	1759165	1761003	3.9	29156	29815	color=vvdgreen
5A	1000741	1001655	3.11	139537	140520	color=vvdgreen
5A	1000741	1001655	3.11	140069	140518	color=vvdgreen
7A	349797	350465	3.7	601203	602901	color=vvdgreen
1A	2641293	2641523	3.4	982056	983582	color=vvdgreen
1A	2641293	2641523	3.4	981532	982603	color=vvdgreen
3A	983759	984618	3.3	899461	900573	color=vvdgreen
2A	1427112	1427696	3.2	1475411	1475931	color=vvdgreen
2A	1427112	1427696	3.2	1476847	1477560	color=vvdgreen
1A	1526246	1526471	3.5	560947	561267	color=vvdgreen
4A	1137426	1138069	3.5	398199	398558	color=vvdgreen
4A	1137426	1138069	3.5	398304	398510	color=vvdgreen
4A	1137426	1138069	3.5	397222	397469	color=vvdgreen
1A	800225	801554	3.6	1067312	1067632	color=vvdgreen
1A	800225	801554	3.6	1066196	1067028	color=vvdgreen
2A	568658	568867	3.2	609689	610016	color=vvdgreen
RA	219026	219232	3.1	2245276	2245786	color=vvdgreen
RA	219026	219232	3.1	2256374	2256619	color=vvdgreen
1A	906574	906793	3.6	994434	995133	color=vvdgreen
1A	906574	906793	3.6	993957	994334	color=vvdgreen
2A	470742	471037	3.2	671696	672386	color=vvdgreen
1A	1224796	1225166	3.6	1237919	1238619	color=vvdgreen
1A	1224796	1225166	3.6	1237326	1237672	color=vvdgreen
1A	1593168	1594635	3.5	1080243	1081248	color=vvdgreen
1A	1593168	1594635	3.5	1084093	1084836	color=vvdgreen
2A	1991394	1991623	3.2	2018549	2018810	color=vvdgreen
4A	347090	347829	3.1	453784	454163	color=vvdgreen
2A	112611	113360	3.2	99106	99893	color=vvdgreen
1A	2253849	2254081	3.4	685345	685830	color=vvdgreen
1A	2253849	2254081	3.4	684286	685237	color=vvdgreen
2A	911060	911380	3.2	1120762	1120991	color=vvdgreen
3A	246201	246650	3.3	179048	179270	color=vvdgreen
3A	246201	246650	3.3	178991	179347	color=vvdgreen
6A	543699	544947	3.3	1662224	1662663	color=vvdgreen
RA	230444	230935	3.1	2245276	2245786	color=vvdgreen
4A	1030539	1031848	3.1	939858	940516	color=vvdgreen
3A	27611	27817	3.12	16052	16429	color=vvdgreen
3A	27611	27817	3.12	16944	17656	color=vvdgreen
3A	27611	27817	3.12	17005	18349	color=vvdgreen
1A	2845739	2846093	3.4	1291858	1292896	color=vvdgreen
1A	1396329	1396606	3.5	1274810	1275045	color=vvdgreen
3A	1761304	1761741	3.9	29003	29827	color=vvdgreen
7A	627556	628922	3.7	360177	360442	color=vvdgreen
7A	627556	628922	3.7	360141	360485	color=vvdgreen
2A	671727	672602	3.2	173577	175263	color=vvdgreen
2A	671727	672602	3.2	173490	175251	color=vvdgreen
4A	1219367	1220912	3.5	296714	297450	color=vvdgreen
4A	1219367	1220912	3.5	296160	296466	color=vvdgreen
1A	2796483	2797385	3.4	1247308	1248011	color=vvdgreen
6A	766459	766707	3.3	1527018	1527240	color=vvdgreen
6A	766459	766707	3.3	1526064	1526465	color=vvdgreen
1A	36030	37574	3.6	27270	28222	color=vvdgreen
1A	36030	37574	3.6	27210	27891	color=vvdgreen
1A	2052695	2054828	3.4	943802	944257	color=vvdgreen
1A	2052695	2054828	3.4	942657	942878	color=vvdgreen
2A	954230	955029	3.2	1151873	1152548	color=vvdgreen
2A	1200577	1201735	3.2	985366	985777	color=vvdgreen
2A	1200577	1201735	3.2	985682	986097	color=vvdgreen
6A	349976	350371	3.3	1848432	1849820	color=vvdgreen
6A	349976	350371	3.3	1847437	1847719	color=vvdgreen
1A	456109	456357	3.6	769468	769809	color=vvdgreen
1A	456109	456357	3.6	765144	767618	color=vvdgreen
RA	1391888	1392293	3.1	1356471	1356743	color=vvdgreen
RA	438225	439568	3.1	1978944	1981338	color=vvdgreen
RA	438225	439568	3.1	1978799	1980404	color=vvdgreen
2A	568539	569080	3.2	609689	610016	color=vvdgreen
4A	396551	397072	3.1	518030	518629	color=vvdgreen
4A	396551	397072	3.1	522314	523194	color=vvdgreen
3A	151244	151493	3.8	659948	660702	color=vvdgreen
3A	520424	521760	3.3	765167	766457	color=vvdgreen
3A	520424	521760	3.3	765810	766505	color=vvdgreen
RA	1305108	1306966	3.1	1373354	1373632	color=vvdgreen
RA	1305108	1306966	3.1	1374117	1374405	color=vvdgreen
5A	740619	740935	3.3	1476478	1476793	color=vvdgreen
5A	740619	740935	3.3	1485149	1486088	color=vvdgreen
RA	114289	114543	3.1	2357000	2357997	color=vvdgreen
RA	114289	114543	3.1	2346972	2348259	color=vvdgreen
RA	114289	114543	3.1	2357906	2358734	color=vvdgreen
1A	817810	820619	3.6	1079711	1080246	color=vvdgreen
1A	817810	820619	3.6	1080408	1080755	color=vvdgreen
2A	1594286	1595245	3.2	1300241	1301193	color=vvdgreen
3A	1671595	1673119	3.9	114088	114577	color=vvdgreen
RA	284551	284860	3.1	2190119	2191043	color=vvdgreen
RA	284551	284860	3.1	2189385	2189711	color=vvdgreen
RA	284551	284860	3.1	2189658	2190418	color=vvdgreen
5A	851076	854089	3.4	379590	380844	color=vvdgreen
5A	851076	854089	3.4	378483	378824	color=vvdgreen
4A	1360526	1360777	3.5	761447	762170	color=vvdgreen
4A	476985	478794	3.1	337793	339519	color=vvdgreen
4A	476985	478794	3.1	339192	339859	color=vvdgreen
1A	1511662	1511982	3.5	587603	588237	color=vvdgreen
3A	233594	234598	3.3	171353	171565	color=vvdgreen
3A	233594	234598	3.3	171686	172003	color=vvdgreen
5A	423716	423956	3.8	207883	208526	color=vvdgreen
5A	423716	423956	3.8	199707	200129	color=vvdgreen
2A	1595263	1595570	3.2	1300241	1301193	color=vvdgreen
RA	36154	36633	3.1	2460452	2460915	color=vvdgreen
1A	403853	405724	3.6	728047	729701	color=vvdgreen
1A	403853	405724	3.6	729102	729453	color=vvdgreen
2A	422239	422739	3.2	748870	749136	color=vvdgreen
1A	3109692	3112859	3.4	1566765	1567066	color=vvdgreen
1A	3109692	3112859	3.4	1567963	1568227	color=vvdgreen
1A	3109692	3112859	3.4	1564796	1565086	color=vvdgreen
RA	844829	846346	3.1	1628251	1628485	color=vvdgreen
7A	927342	928772	3.7	298494	301897	color=vvdgreen
7A	927342	928772	3.7	293240	293695	color=vvdgreen
7A	833836	834265	3.7	804771	805801	color=vvdgreen
RA	316707	318160	3.1	2155460	2156096	color=vvdgreen
RA	78403	79348	3.1	2413993	2414232	color=vvdgreen
RA	1825755	1826548	3.4	110898	112052	color=vvdgreen
RA	1825755	1826548	3.4	109774	110152	color=vvdgreen
1A	1286374	1287071	3.5	1358028	1358923	color=vvdgreen
1A	1286374	1287071	3.5	1358828	1359147	color=vvdgreen
3A	580517	580775	3.3	1101214	1101622	color=vvdgreen
3A	580517	580775	3.3	1100221	1100623	color=vvdgreen
RA	803888	804606	3.1	1674088	1674994	color=vvdgreen
2A	954426	954792	3.2	1151873	1152548	color=vvdgreen
4A	1027154	1027489	3.1	939858	940516	color=vvdgreen
2A	2055191	2056086	3.2	2222891	2223630	color=vvdgreen
2A	2055191	2056086	3.2	2223989	2225076	color=vvdgreen
4A	680551	680793	3.1	1055851	1057009	color=vvdgreen
4A	680551	680793	3.1	1049714	1050909	color=vvdgreen
RA	285278	285727	3.1	2189658	2190418	color=vvdgreen
1A	2789066	2789298	3.4	1237721	1238053	color=vvdgreen
1A	2789066	2789298	3.4	1236554	1237288	color=vvdgreen
RA	439564	440346	3.1	1978944	1981338	color=vvdgreen
RA	439564	440346	3.1	1978799	1980404	color=vvdgreen
6A	932469	933787	3.3	1612236	1612599	color=vvdgreen
RA	1104204	1105034	3.1	1213435	1213715	color=vvdgreen
RA	1104204	1105034	3.1	1213390	1214684	color=vvdgreen
6A	181203	182418	3.3	2055031	2055713	color=vvdgreen
2A	1985184	1985446	3.2	2018549	2018810	color=vvdgreen
3A	1681099	1682702	3.9	103702	105879	color=vvdgreen
1A	3086994	3087284	3.4	1537502	1538485	color=vvdgreen
1A	3086994	3087284	3.4	1537341	1538014	color=vvdgreen
1A	222105	224107	3.6	309609	310477	color=vvdgreen
1A	223857	224061	3.6	309609	310477	color=vvdgreen
4A	713630	716101	3.1	1010794	1011274	color=vvdgreen
1A	2610006	2610466	3.4	1000274	1001360	color=vvdgreen
7A	514633	515609	3.7	414306	414979	color=vvdgreen
7A	514633	515609	3.7	419658	420085	color=vvdgreen
1A	822729	823462	3.6	1080408	1080755	color=vvdgreen
1A	3050875	3051134	3.4	1497670	1498018	color=vvdgreen
1A	3050875	3051134	3.4	1498633	1499542	color=vvdgreen
1A	2295108	2295386	3.4	734748	736240	color=vvdgreen
2A	1623703	1624531	3.2	1564531	1565150	color=vvdgreen
2A	1814599	1815144	3.2	1914325	1914696	color=vvdgreen
2A	1171728	1172106	3.2	1018786	1019909	color=vvdgreen
3A	1102882	1103207	3.3	1040382	1040782	color=vvdgreen
7A	739993	740225	3.7	719503	719707	color=vvdgreen
7A	739993	740225	3.7	714937	715614	color=vvdgreen
RA	79643	81293	3.1	2405891	2406197	color=vvdgreen
4A	959111	960728	3.5	502248	502573	color=vvdgreen
4A	959111	960728	3.5	502675	502886	color=vvdgreen
1A	2846853	2847391	3.4	1298508	1299345	color=vvdgreen
1A	2846853	2847391	3.4	1299998	1301064	color=vvdgreen
2A	669645	672552	3.2	173577	175263	color=vvdgreen
2A	669645	672552	3.2	175347	175691	color=vvdgreen
1A	2401480	2402621	3.5	851605	852266	color=vvdgreen
2A	1360719	1362528	3.2	1547284	1548023	color=vvdgreen
2A	1360719	1362528	3.2	1546389	1548039	color=vvdgreen
1A	1525794	1526021	3.5	560947	561267	color=vvdgreen
1A	1525794	1526021	3.5	578953	579361	color=vvdgreen
1A	277728	278109	3.6	367775	368773	color=vvdgreen
1A	277728	278109	3.6	361323	362890	color=vvdgreen
2A	1694625	1695277	3.2	1632346	1633033	color=vvdgreen
2A	1694625	1695277	3.2	1630597	1632071	color=vvdgreen
4A	509845	510937	3.1	304741	305901	color=vvdgreen
1A	1822755	1823046	3.4	336048	336713	color=vvdgreen
1A	1822755	1823046	3.4	332804	333037	color=vvdgreen
5A	741219	741737	3.3	1476478	1476793	color=vvdgreen
5A	741219	741737	3.3	1485149	1486088	color=vvdgreen
RA	1192439	1193227	3.1	1303181	1304750	color=vvdgreen
RA	1192439	1193227	3.1	1303001	1303700	color=vvdgreen
RA	69028	71797	3.1	2414449	2415241	color=vvdgreen
RA	69028	71797	3.1	2413993	2414232	color=vvdgreen
RA	1935383	1935591	3.10	359214	359678	color=vvdgreen
RA	1935383	1935591	3.10	359194	359416	color=vvdgreen
RA	1935383	1935591	3.10	358412	359125	color=vvdgreen
RA	2157173	2159308	3.10	96282	96759	color=vvdgreen
1A	2581213	2582269	3.4	1030326	1030547	color=vvdgreen
6A	408867	409308	3.3	1920831	1921051	color=vvdgreen
6A	408867	409308	3.3	1932197	1932464	color=vvdgreen
3A	450623	451302	3.3	700562	700776	color=vvdgreen
6A	581437	581754	3.9	476570	477105	color=vvdgreen
6A	581437	581754	3.9	477468	478469	color=vvdgreen
5A	507224	507977	3.8	704263	704745	color=vvdgreen
4A	226327	227669	3.1	66592	67041	color=vvdgreen
RA	410328	410550	3.1	1957803	1958296	color=vvdgreen
RA	410328	410550	3.1	1930815	1931153	color=vvdgreen
6A	580673	580929	3.9	476570	477105	color=vvdgreen
6A	580673	580929	3.9	477468	478469	color=vvdgreen
1A	564559	565505	3.6	871826	872504	color=vvdgreen
5A	1094375	1094802	3.11	322542	323396	color=vvdgreen
5A	592879	594382	3.11	79539	80114	color=vvdgreen
RA	1197612	1197831	3.1	1303181	1304750	color=vvdgreen
RA	1197612	1197831	3.1	1303001	1303700	color=vvdgreen
1A	2168423	2168849	3.4	812070	812862	color=vvdgreen
1A	1475090	1475400	3.5	1144532	1145180	color=vvdgreen
2A	1735526	1736007	3.2	1665823	1666100	color=vvdgreen
2A	1735526	1736007	3.2	1673692	1674425	color=vvdgreen
RA	1062055	1062604	3.1	1198375	1198934	color=vvdgreen
RA	174852	175084	3.1	2290118	2290635	color=vvdgreen
2A	669821	671329	3.2	173577	175263	color=vvdgreen
2A	669821	671329	3.2	173490	175251	color=vvdgreen
2A	669821	671329	3.2	175347	175691	color=vvdgreen
4A	549423	550183	3.1	551444	552148	color=vvdgreen
1A	2180140	2180740	3.4	812070	812862	color=vvdgreen
4A	508885	509793	3.1	304741	305901	color=vvdgreen
4A	508885	509793	3.1	305619	306292	color=vvdgreen
4A	508885	509793	3.1	307027	308299	color=vvdgreen
1A	2052746	2052980	3.4	943802	944257	color=vvdgreen
1A	2052746	2052980	3.4	942657	942878	color=vvdgreen
4A	1032371	1032756	3.1	939858	940516	color=vvdgreen
1A	736442	736645	3.6	659079	659299	color=vvdgreen
RA	1597049	1597265	3.4	66614	66966	color=vvdgreen
3A	333692	334434	3.3	74621	74935	color=vvdgreen
1A	1452384	1452983	3.5	1197405	1197692	color=vvdgreen
3A	1507430	1507887	3.9	310226	310507	color=vvdgreen
1A	1046570	1048073	3.6	516652	516885	color=vvdgreen
4A	1361036	1362164	3.5	761447	762170	color=vvdgreen
3A	1627016	1627986	3.9	177075	177296	color=vvdgreen
3A	1627016	1627986	3.9	171131	171775	color=vvdgreen
3A	954516	954938	3.3	472782	473792	color=vvdgreen
3A	954516	954938	3.3	469493	469863	color=vvdgreen
2A	1304287	1304721	3.2	1525004	1525790	color=vvdgreen
3A	379410	379663	3.3	21967	22365	color=vvdgreen
3A	1759095	1760141	3.9	29156	29815	color=vvdgreen
1A	1872157	1872778	3.4	321585	321891	color=vvdgreen
1A	1872157	1872778	3.4	321557	321839	color=vvdgreen
RA	376148	376443	3.1	2095472	2096677	color=vvdgreen
1A	281123	282118	3.6	367775	368773	color=vvdgreen
6A	163313	164775	3.3	2043354	2043709	color=vvdgreen
2A	1471079	1471984	3.2	1416564	1416806	color=vvdgreen
5A	123711	124618	3.8	99056	99363	color=vvdgreen
5A	123711	124618	3.8	127015	127512	color=vvdgreen
1A	2180255	2180589	3.4	812070	812862	color=vvdgreen
2A	1401505	1401738	3.2	1751146	1751449	color=vvdgreen
4A	1216966	1217686	3.5	296714	297450	color=vvdgreen
