fromNode	toNode	weight	direction	fromAltName	toAltName
C1_00680W_A|2124	C4_04380C_A|285	6.27866603479877e-05	undirected	NA	NA
C1_00680W_A|2124	C4_04530C_A|1647	0.00039182968507379	undirected	NA	NA
C1_00680W_A|2124	C4_04790W_A|2547	0.000293269301002092	undirected	NA	NA
C1_00680W_A|2124	C4_04850C_A|1857	0.00253229532725545	undirected	NA	NA
C1_00680W_A|2124	C4_04860W_A|1176	0.0018933783240127	undirected	NA	NA
C1_00680W_A|2124	C4_05250W_A|708	0.000280807383462769	undirected	NA	NA
C1_00680W_A|2124	C4_05350W_A|1788	0.00223750733259037	undirected	NA	NA
C1_00680W_A|2124	C4_05560C_A|1572	0.00247084577214863	undirected	NA	NA
C1_00680W_A|2124	C4_06480C_A|1266	8.7189098299847e-05	undirected	NA	NA
C1_00680W_A|2124	C4_06970C_A|1407	0.000800230335346524	undirected	NA	NA
C1_00680W_A|2124	C4_06980W_A|900	0.000808118626642463	undirected	NA	NA
C1_00680W_A|2124	C5_02460C_A|1242	0.000110587433008611	undirected	NA	NA
C1_00680W_A|2124	C5_03020W_A|3615	0.000525305897755369	undirected	NA	NA
C1_00680W_A|2124	C5_03170C_A|2448	0.000447589358181804	undirected	NA	NA
C1_00680W_A|2124	C5_03430W_A|828	0.000766318239042258	undirected	NA	NA
C1_00680W_A|2124	C5_03750W_A|426	0.000249484120008613	undirected	NA	NA
C1_00680W_A|2124	C5_03930C_A|1806	0.000776081276062167	undirected	NA	NA
C1_00680W_A|2124	C5_04830W_A|2145	0.000571698347456711	undirected	NA	NA
C1_00680W_A|2124	C5_04940W_A|1749	6.67341236312298e-05	undirected	NA	NA
C1_00680W_A|2124	C6_00840W_A|492	0.000131743939721052	undirected	NA	NA
C1_00680W_A|2124	C6_02330W_A|561	6.22729704318907e-05	undirected	NA	NA
C1_00680W_A|2124	C6_02710C_A|1257	0.00033504341708718	undirected	NA	NA
C1_00680W_A|2124	C6_03030W_A|1257	0.00349092163797101	undirected	NA	NA
C1_00680W_A|2124	C6_03100W_A|1560	0.00081918894279043	undirected	NA	NA
C1_00680W_A|2124	C6_03500C_A|1254	8.63430736046768e-06	undirected	NA	NA
C1_00680W_A|2124	C6_03700W_A|3783	0.000123141945914875	undirected	NA	NA
C1_00680W_A|2124	C6_03850C_A|1179	0.000511209310450241	undirected	NA	NA
C1_00680W_A|2124	C7_00090C_A|3057	0.00135604262608532	undirected	NA	NA
C1_00680W_A|2124	C7_00100W_A|1779	0.00117714081182131	undirected	NA	NA
C1_00680W_A|2124	C7_00360W_A|1014	7.78434959063042e-05	undirected	NA	NA
C1_00680W_A|2124	C7_00630C_A|1840	2.7137270833802e-05	undirected	NA	NA
C1_00680W_A|2124	C7_01500W_A|1311	0.000318432432667957	undirected	NA	NA
C1_00680W_A|2124	C7_02500C_A|921	0.00273769612791618	undirected	NA	NA
C1_00680W_A|2124	C7_03150W_A|2088	0.00433481897417576	undirected	NA	NA
C1_00680W_A|2124	C7_03420C_A|1830	0.0016408088380347	undirected	NA	NA
C1_00680W_A|2124	C7_03440W_A|1662	0.00117047819653639	undirected	NA	NA
C1_00680W_A|2124	MSTRG.12381.1|808|u|NA|Ca22chr7A_C_albicans_SC5314|calb	1.70021939904439e-05	undirected	NA	NA
C1_00680W_A|2124	C7_03480W_A|3138	0.00268391511797506	undirected	NA	NA
C1_00680W_A|2124	C7_03500W_A|1167	0.00010399919495133	undirected	NA	NA
C1_00680W_A|2124	CR_01010W_A|381	0.00094337624908613	undirected	NA	NA
C1_00680W_A|2124	MSTRG.13525.1|877|u|NA|Ca22chrRA_C_albicans_SC5314|calb	0.000166507764030019	undirected	NA	NA
C1_00680W_A|2124	CR_03890W_A|1926	0.0024753985425545	undirected	NA	NA
C1_00680W_A|2124	CR_05540C_A|1866	0.00110598020938121	undirected	NA	NA
C1_00680W_A|2124	CR_07070C_A|3468	0.0104580930266651	undirected	NA	NA
C1_00680W_A|2124	CR_07220C_A|3123	0.00853639391730092	undirected	NA	NA
C1_00680W_A|2124	CR_07680C_A|2445	0.000647773714184405	undirected	NA	NA
C1_00680W_A|2124	CR_07810W_A|1203	0.000322176538606669	undirected	NA	NA
C1_00680W_A|2124	CR_08510W_A|1371	0.000433378979476407	undirected	NA	NA
C1_00680W_A|2124	CR_09180W_A|798	0.000293132270214539	undirected	NA	NA
C1_00680W_A|2124	CR_09220C_A|1281	0.000951403009906162	undirected	NA	NA
C1_00680W_A|2124	CR_09440C_A|1048	0.00113690523724881	undirected	NA	NA
C1_00680W_A|2124	CR_09530C_A|2169	0.000796800802464461	undirected	NA	NA
C1_00680W_A|2124	CR_09880W_A|2664	0.000131658166279984	undirected	NA	NA
C1_00680W_A|2124	CR_10340W_A|2769	0.0329558670926713	undirected	NA	NA
C1_01510W_A|2154	C1_02630C_A|1440	0.000692952859352058	undirected	NA	NA
C1_01510W_A|2154	C1_04450C_A|833	0.000116120407697081	undirected	NA	NA
C1_01510W_A|2154	C1_04620W_A|1731	0.000828586729097491	undirected	NA	NA
C1_01510W_A|2154	C1_05920W_A|2076	0.00399540996556209	undirected	NA	NA
C1_01510W_A|2154	C1_06280C_A|2532	0.00160523827617932	undirected	NA	NA
C1_01510W_A|2154	C1_07120W_A|1824	2.30680964200076e-05	undirected	NA	NA
C1_01510W_A|2154	C1_08900W_A|1677	6.01097984677006e-05	undirected	NA	NA
C1_01510W_A|2154	C1_09180W_A|2631	0.00119206398427779	undirected	NA	NA
C1_01510W_A|2154	C1_09400C_A|1275	9.02518166518371e-05	undirected	NA	NA
C1_01510W_A|2154	C1_10300W_A|2487	0.000109825762622555	undirected	NA	NA
C1_01510W_A|2154	C1_12010C_A|2715	0.0013426289994308	undirected	NA	NA
C1_01510W_A|2154	C1_13450W_A|2760	0.000942716671787515	undirected	NA	NA
C1_01510W_A|2154	C2_00680C_A|687	6.60601301179944e-05	undirected	NA	NA
C1_01510W_A|2154	C2_00690W_A|912	5.37453649994514e-05	undirected	NA	NA
C1_01510W_A|2154	C2_01300C_A|2130	0.000170890004151504	undirected	NA	NA
C1_01510W_A|2154	C2_04970W_A|1833	2.56207089322004e-05	undirected	NA	NA
C1_01510W_A|2154	C2_07720C_A|2049	0.00305746235731997	undirected	NA	NA
C1_01510W_A|2154	C2_08050C_A|1815	0.000148886586657278	undirected	NA	NA
C1_01510W_A|2154	C2_09810C_A|1305	0.000568608678943697	undirected	NA	NA
C1_01510W_A|2154	C2_10130W_A|3135	0.0011510016184266	undirected	NA	NA
C1_01510W_A|2154	C3_01020W_A|1794	0.00117761582278458	undirected	NA	NA
C1_01510W_A|2154	C3_01360C_A|1791	0.000314890939783239	undirected	NA	NA
C1_01510W_A|2154	C3_02330C_A|933	0.00142024927881114	undirected	NA	NA
C1_01510W_A|2154	C3_03460C_A|816	0.000580964560563137	undirected	NA	NA
C1_01510W_A|2154	C3_04530C_A|2232	0.000526774082675821	undirected	NA	NA
C1_01510W_A|2154	C3_04840C_A|1317	2.99930579166547e-05	undirected	NA	NA
C1_01510W_A|2154	C3_04880W_A|858	0.0002034787194447	undirected	NA	NA
C1_01510W_A|2154	C3_05810C_A|2214	0.000109510094209516	undirected	NA	NA
C1_01510W_A|2154	C3_07470W_A|1248	0.000172522822233931	undirected	NA	NA
C1_01510W_A|2154	C4_00110C_A|1665	5.65002679673608e-05	undirected	NA	NA
C1_01510W_A|2154	C4_00120W_A|660	3.84522154137671e-05	undirected	NA	NA
C1_01510W_A|2154	C4_00130W_A|726	1.32569095017058e-05	undirected	NA	NA
C1_01510W_A|2154	C4_00720W_A|825	3.58215270157367e-05	undirected	NA	NA
C1_01510W_A|2154	C4_01230C_A|411	5.07276446294998e-05	undirected	NA	NA
C1_01510W_A|2154	C4_01320C_A|2838	0.000388641159224545	undirected	NA	NA
C1_01510W_A|2154	C4_01850C_A|1920	0.00252080853512965	undirected	NA	NA
C1_01510W_A|2154	C4_01860C_A|1305	0.00114528932866966	undirected	NA	NA
C1_01510W_A|2154	C4_02030W_A|3336	0.00244523505781128	undirected	NA	NA
C1_01510W_A|2154	C4_02900C_A|1362	3.88902003556512e-05	undirected	NA	NA
C1_01510W_A|2154	C4_03570W_A|1905	0.00116200755737742	undirected	NA	NA
C1_01510W_A|2154	C4_04380C_A|285	2.5694703473264e-05	undirected	NA	NA
C1_01510W_A|2154	C4_04530C_A|1647	2.37039216874363e-05	undirected	NA	NA
C1_01510W_A|2154	C4_04790W_A|2547	0.000688513028516071	undirected	NA	NA
C1_01510W_A|2154	C4_04850C_A|1857	2.95303901491928e-05	undirected	NA	NA
C1_01510W_A|2154	C4_04860W_A|1176	3.52276784690953e-05	undirected	NA	NA
C1_01510W_A|2154	C4_05250W_A|708	0.000846030404905449	undirected	NA	NA
C1_01510W_A|2154	C4_05350W_A|1788	0.000861563982076552	undirected	NA	NA
C1_01510W_A|2154	C4_05560C_A|1572	0.000125396088830057	undirected	NA	NA
C1_01510W_A|2154	C4_06480C_A|1266	7.65877958486936e-05	undirected	NA	NA
C1_01510W_A|2154	C4_06970C_A|1407	3.43142146422578e-05	undirected	NA	NA
C1_01510W_A|2154	C4_06980W_A|900	2.49052771450857e-05	undirected	NA	NA
C1_01510W_A|2154	C5_02460C_A|1242	0.000122384743692216	undirected	NA	NA
C1_01510W_A|2154	C5_03020W_A|3615	0.000150798076450587	undirected	NA	NA
C1_01510W_A|2154	C5_03170C_A|2448	0.000167301286571851	undirected	NA	NA
C1_01510W_A|2154	C5_03430W_A|828	0.0016035101959678	undirected	NA	NA
C1_01510W_A|2154	C5_03750W_A|426	0.000536569645306711	undirected	NA	NA
C1_01510W_A|2154	C5_03930C_A|1806	0.000205242332635281	undirected	NA	NA
C1_01510W_A|2154	C5_04830W_A|2145	5.04510084519781e-05	undirected	NA	NA
C1_01510W_A|2154	C5_04940W_A|1749	2.49004332865344e-05	undirected	NA	NA
C1_01510W_A|2154	C6_00840W_A|492	2.04988611321781e-05	undirected	NA	NA
C1_01510W_A|2154	C6_02330W_A|561	2.84372515719449e-05	undirected	NA	NA
C1_01510W_A|2154	C6_02710C_A|1257	0.000338096011904767	undirected	NA	NA
C1_01510W_A|2154	C6_03030W_A|1257	0.00220251188029828	undirected	NA	NA
C1_01510W_A|2154	C6_03100W_A|1560	0.000220900960266393	undirected	NA	NA
C1_01510W_A|2154	C6_03500C_A|1254	0.000205299088012413	undirected	NA	NA
C1_01510W_A|2154	C6_03700W_A|3783	0.00017419416630917	undirected	NA	NA
C1_01510W_A|2154	C6_03850C_A|1179	0.000104549875194476	undirected	NA	NA
C1_01510W_A|2154	C7_00090C_A|3057	5.34107113783426e-05	undirected	NA	NA
C1_01510W_A|2154	C7_00100W_A|1779	0.000243715776049105	undirected	NA	NA
C1_01510W_A|2154	C7_00360W_A|1014	0.000287137602375253	undirected	NA	NA
C1_01510W_A|2154	C7_00630C_A|1840	0.000138642980067835	undirected	NA	NA
C1_01510W_A|2154	C7_01500W_A|1311	0.000231029837841627	undirected	NA	NA
C1_01510W_A|2154	C7_02500C_A|921	0.000279612146191563	undirected	NA	NA
C1_01510W_A|2154	C7_03150W_A|2088	0.000911650101703156	undirected	NA	NA
C1_01510W_A|2154	C7_03420C_A|1830	3.74301633090398e-05	undirected	NA	NA
C1_01510W_A|2154	C7_03440W_A|1662	2.38709021657668e-05	undirected	NA	NA
C1_01510W_A|2154	MSTRG.12381.1|808|u|NA|Ca22chr7A_C_albicans_SC5314|calb	1.17647484228177e-05	undirected	NA	NA
C1_01510W_A|2154	C7_03480W_A|3138	0.00149035542130407	undirected	NA	NA
C1_01510W_A|2154	C7_03500W_A|1167	0.000130408741071251	undirected	NA	NA
C1_01510W_A|2154	CR_01010W_A|381	0.000105954983719382	undirected	NA	NA
C1_01510W_A|2154	MSTRG.13525.1|877|u|NA|Ca22chrRA_C_albicans_SC5314|calb	6.66791201021755e-05	undirected	NA	NA
C1_01510W_A|2154	CR_03890W_A|1926	0.000984315958111316	undirected	NA	NA
C1_01510W_A|2154	CR_05540C_A|1866	0.000666607590487345	undirected	NA	NA
C1_01510W_A|2154	CR_07070C_A|3468	0.00154549200568658	undirected	NA	NA
C1_01510W_A|2154	CR_07220C_A|3123	0.00136803461768459	undirected	NA	NA
C1_01510W_A|2154	CR_07680C_A|2445	0.000221445021052185	undirected	NA	NA
C1_01510W_A|2154	CR_07810W_A|1203	0.000278394766885746	undirected	NA	NA
C1_01510W_A|2154	CR_08510W_A|1371	0.000309823603901225	undirected	NA	NA
C1_01510W_A|2154	CR_09180W_A|798	0.000242448798524806	undirected	NA	NA
C1_01510W_A|2154	CR_09220C_A|1281	0.000289527621142899	undirected	NA	NA
C1_01510W_A|2154	CR_09440C_A|1048	0.000428487967449123	undirected	NA	NA
C1_01510W_A|2154	CR_09530C_A|2169	9.75285763020091e-05	undirected	NA	NA
C1_01510W_A|2154	CR_09880W_A|2664	1.72598812553412e-05	undirected	NA	NA
C1_01510W_A|2154	CR_10340W_A|2769	0.000157384728370755	undirected	NA	NA
C1_02630C_A|1440	C1_04450C_A|833	0.00040686076330162	undirected	NA	NA
C1_02630C_A|1440	C1_04620W_A|1731	0.00201623500974847	undirected	NA	NA
C1_02630C_A|1440	C1_05920W_A|2076	0.0270444784316631	undirected	NA	NA
C1_02630C_A|1440	C1_06280C_A|2532	0.0134514201411394	undirected	NA	NA
C1_02630C_A|1440	C1_07120W_A|1824	8.82965732852622e-05	undirected	NA	NA
C1_02630C_A|1440	C1_08900W_A|1677	0.000325976225340805	undirected	NA	NA
C1_02630C_A|1440	C1_09180W_A|2631	0.000938598199967202	undirected	NA	NA
C1_02630C_A|1440	C1_09400C_A|1275	0.000182765311257239	undirected	NA	NA
C1_02630C_A|1440	C1_10300W_A|2487	0.000315205119404165	undirected	NA	NA
C1_02630C_A|1440	C1_12010C_A|2715	0.00470352567502559	undirected	NA	NA
C1_02630C_A|1440	C1_13450W_A|2760	0.0092754951738395	undirected	NA	NA
C1_02630C_A|1440	C2_00680C_A|687	0.00354787197829522	undirected	NA	NA
C1_02630C_A|1440	C2_00690W_A|912	0.000279152072293785	undirected	NA	NA
C1_02630C_A|1440	C2_01300C_A|2130	0.000498715806771427	undirected	NA	NA
C1_02630C_A|1440	C2_04970W_A|1833	0.00017083983829587	undirected	NA	NA
C1_02630C_A|1440	C2_07720C_A|2049	0.0273180426214345	undirected	NA	NA
C1_02630C_A|1440	C2_08050C_A|1815	0.000102177655473558	undirected	NA	NA
C1_02630C_A|1440	C2_09810C_A|1305	0.00205556035882582	undirected	NA	NA
C1_02630C_A|1440	C2_10130W_A|3135	0.00511389819975957	undirected	NA	NA
C1_02630C_A|1440	C3_01020W_A|1794	0.00641278534408304	undirected	NA	NA
C1_02630C_A|1440	C3_01360C_A|1791	0.00645521026061108	undirected	NA	NA
C1_02630C_A|1440	C3_02330C_A|933	0.0039681750509787	undirected	NA	NA
C1_02630C_A|1440	C3_03460C_A|816	0.0015564623210168	undirected	NA	NA
C1_02630C_A|1440	C3_04530C_A|2232	0.000598685839315985	undirected	NA	NA
C1_02630C_A|1440	C3_04840C_A|1317	0.000113996395327401	undirected	NA	NA
C1_02630C_A|1440	C3_04880W_A|858	0.00443850780973071	undirected	NA	NA
C1_02630C_A|1440	C3_05810C_A|2214	0.0011303402922219	undirected	NA	NA
C1_02630C_A|1440	C3_07470W_A|1248	0.00093487431035279	undirected	NA	NA
C1_02630C_A|1440	C4_00110C_A|1665	0.00025773584949328	undirected	NA	NA
C1_02630C_A|1440	C4_00120W_A|660	0.000216974069308591	undirected	NA	NA
C1_02630C_A|1440	C4_00130W_A|726	6.16876445101048e-05	undirected	NA	NA
C1_02630C_A|1440	C4_00720W_A|825	0.000166670338056369	undirected	NA	NA
C1_02630C_A|1440	C4_01230C_A|411	0.000219142339734715	undirected	NA	NA
C1_02630C_A|1440	C4_01320C_A|2838	0.00171385065019628	undirected	NA	NA
C1_02630C_A|1440	C4_01850C_A|1920	0.00802569132828127	undirected	NA	NA
C1_02630C_A|1440	C4_01860C_A|1305	0.013147706093186	undirected	NA	NA
C1_02630C_A|1440	C4_02030W_A|3336	0.0143445578153879	undirected	NA	NA
C1_02630C_A|1440	C4_02900C_A|1362	0.00298473355743534	undirected	NA	NA
C1_02630C_A|1440	C4_03570W_A|1905	0.00960657961217539	undirected	NA	NA
C1_02630C_A|1440	C4_04380C_A|285	0.000173966555831041	undirected	NA	NA
C1_02630C_A|1440	C4_04530C_A|1647	0.000453097447381841	undirected	NA	NA
C1_02630C_A|1440	C4_04790W_A|2547	0.00192717881642345	undirected	NA	NA
C1_02630C_A|1440	C4_04850C_A|1857	0.000109976129665057	undirected	NA	NA
C1_02630C_A|1440	C4_04860W_A|1176	3.78730068921799e-05	undirected	NA	NA
C1_02630C_A|1440	C4_05250W_A|708	0.0284953447014793	undirected	NA	NA
C1_02630C_A|1440	C4_05350W_A|1788	0.00458443210824539	undirected	NA	NA
C1_02630C_A|1440	C4_05560C_A|1572	0.000931769678714044	undirected	NA	NA
C1_02630C_A|1440	C4_06480C_A|1266	0.000217001120805336	undirected	NA	NA
C1_02630C_A|1440	C4_06970C_A|1407	0.000124352462906699	undirected	NA	NA
C1_02630C_A|1440	C4_06980W_A|900	0.000101863669496132	undirected	NA	NA
C1_02630C_A|1440	C5_02460C_A|1242	0.00164209725709888	undirected	NA	NA
C1_02630C_A|1440	C5_03020W_A|3615	0.00018121940955444	undirected	NA	NA
C1_02630C_A|1440	C5_03170C_A|2448	0.000798758522327184	undirected	NA	NA
C1_02630C_A|1440	C5_03430W_A|828	0.00635971987026725	undirected	NA	NA
C1_02630C_A|1440	C5_03750W_A|426	0.00093033793646409	undirected	NA	NA
C1_02630C_A|1440	C5_03930C_A|1806	0.00115343745366039	undirected	NA	NA
C1_02630C_A|1440	C5_04830W_A|2145	0.000419435721643201	undirected	NA	NA
C1_02630C_A|1440	C5_04940W_A|1749	0.000120391365364803	undirected	NA	NA
C1_02630C_A|1440	C6_00840W_A|492	0.000141800564636617	undirected	NA	NA
C1_02630C_A|1440	C6_02330W_A|561	0.000188198516140696	undirected	NA	NA
C1_02630C_A|1440	C6_02710C_A|1257	0.00299623292533911	undirected	NA	NA
C1_02630C_A|1440	C6_03030W_A|1257	0.0128644295559997	undirected	NA	NA
C1_02630C_A|1440	C6_03100W_A|1560	0.00557377286115947	undirected	NA	NA
C1_02630C_A|1440	C6_03500C_A|1254	0.000224803085564687	undirected	NA	NA
C1_02630C_A|1440	C6_03700W_A|3783	0.000253955356521783	undirected	NA	NA
C1_02630C_A|1440	C6_03850C_A|1179	0.000534774460012917	undirected	NA	NA
C1_02630C_A|1440	C7_00090C_A|3057	0.000403047747525135	undirected	NA	NA
C1_02630C_A|1440	C7_00100W_A|1779	0.00154310212456833	undirected	NA	NA
C1_02630C_A|1440	C7_00360W_A|1014	0.00132943771075385	undirected	NA	NA
C1_02630C_A|1440	C7_00630C_A|1840	0.000169154615365935	undirected	NA	NA
C1_02630C_A|1440	C7_01500W_A|1311	0.00680882575803915	undirected	NA	NA
C1_02630C_A|1440	C7_02500C_A|921	0.00101605641910939	undirected	NA	NA
C1_02630C_A|1440	C7_03150W_A|2088	0.00531718972532514	undirected	NA	NA
C1_02630C_A|1440	C7_03420C_A|1830	0.000173769272796608	undirected	NA	NA
C1_02630C_A|1440	C7_03440W_A|1662	0.00027666410861778	undirected	NA	NA
C1_02630C_A|1440	MSTRG.12381.1|808|u|NA|Ca22chr7A_C_albicans_SC5314|calb	2.69199039527194e-05	undirected	NA	NA
C1_02630C_A|1440	C7_03480W_A|3138	0.0055201326536854	undirected	NA	NA
C1_02630C_A|1440	C7_03500W_A|1167	0.00274240042558073	undirected	NA	NA
C1_02630C_A|1440	CR_01010W_A|381	0.000448161584671803	undirected	NA	NA
C1_02630C_A|1440	MSTRG.13525.1|877|u|NA|Ca22chrRA_C_albicans_SC5314|calb	0.000252166015962296	undirected	NA	NA
C1_02630C_A|1440	CR_03890W_A|1926	0.00619975368615642	undirected	NA	NA
C1_02630C_A|1440	CR_05540C_A|1866	0.00227877551543664	undirected	NA	NA
C1_02630C_A|1440	CR_07070C_A|3468	0.0146038719848582	undirected	NA	NA
C1_02630C_A|1440	CR_07220C_A|3123	0.010944992720727	undirected	NA	NA
C1_02630C_A|1440	CR_07680C_A|2445	0.00231723644818503	undirected	NA	NA
C1_02630C_A|1440	CR_07810W_A|1203	0.00143180186670251	undirected	NA	NA
C1_02630C_A|1440	CR_08510W_A|1371	0.00129539340805875	undirected	NA	NA
C1_02630C_A|1440	CR_09180W_A|798	0.0027416779465584	undirected	NA	NA
C1_02630C_A|1440	CR_09220C_A|1281	0.00215412011418861	undirected	NA	NA
C1_02630C_A|1440	CR_09440C_A|1048	0.00201381302711476	undirected	NA	NA
C1_02630C_A|1440	CR_09530C_A|2169	0.000495889090160054	undirected	NA	NA
C1_02630C_A|1440	CR_09880W_A|2664	2.26589938559804e-05	undirected	NA	NA
C1_02630C_A|1440	CR_10340W_A|2769	0.00297060634885972	undirected	NA	NA
C1_04450C_A|833	C1_04620W_A|1731	0.000161302115095961	undirected	NA	NA
C1_04450C_A|833	C1_05920W_A|2076	0.0109120747085188	undirected	NA	NA
C1_04450C_A|833	C1_06280C_A|2532	0.00233505801354987	undirected	NA	NA
C1_04450C_A|833	C1_07120W_A|1824	0.000167331098137741	undirected	NA	NA
C1_04450C_A|833	C1_08900W_A|1677	0.000419400028541324	undirected	NA	NA
C1_04450C_A|833	C1_09180W_A|2631	6.19404742833769e-05	undirected	NA	NA
C1_04450C_A|833	C1_09400C_A|1275	0.000213250230979935	undirected	NA	NA
C1_04450C_A|833	C1_10300W_A|2487	9.97415169145011e-05	undirected	NA	NA
C1_04450C_A|833	C1_12010C_A|2715	0.000773526532476647	undirected	NA	NA
C1_04450C_A|833	C1_13450W_A|2760	0.00146599992851264	undirected	NA	NA
C1_04450C_A|833	C2_00680C_A|687	0.00264135981380091	undirected	NA	NA
C1_04450C_A|833	C2_00690W_A|912	0.000106077756615207	undirected	NA	NA
C1_04450C_A|833	C2_01300C_A|2130	0.00022201276166758	undirected	NA	NA
C1_04450C_A|833	C2_04970W_A|1833	0.000146999852800512	undirected	NA	NA
C1_04450C_A|833	C2_07720C_A|2049	0.00442411918190054	undirected	NA	NA
C1_04450C_A|833	C2_08050C_A|1815	0.000737350346130362	undirected	NA	NA
C1_04450C_A|833	C2_09810C_A|1305	0.000208248451576479	undirected	NA	NA
C1_04450C_A|833	C2_10130W_A|3135	8.68591985351528e-05	undirected	NA	NA
C1_04450C_A|833	C3_01020W_A|1794	0.00189112888128966	undirected	NA	NA
C1_04450C_A|833	C3_01360C_A|1791	0.000378434254356515	undirected	NA	NA
C1_04450C_A|833	C3_02330C_A|933	0.00217482073793985	undirected	NA	NA
C1_04450C_A|833	C3_03460C_A|816	2.61374891323023e-05	undirected	NA	NA
C1_04450C_A|833	C3_04530C_A|2232	0.000136455053636204	undirected	NA	NA
C1_04450C_A|833	C3_04840C_A|1317	0.00043127615548016	undirected	NA	NA
C1_04450C_A|833	C3_04880W_A|858	6.84370571484508e-05	undirected	NA	NA
C1_04450C_A|833	C3_05810C_A|2214	0.00340131059665867	undirected	NA	NA
C1_04450C_A|833	C3_07470W_A|1248	0.000144187831539686	undirected	NA	NA
C1_04450C_A|833	C4_00110C_A|1665	0.00227817564002047	undirected	NA	NA
C1_04450C_A|833	C4_00120W_A|660	0.00163879304672496	undirected	NA	NA
C1_04450C_A|833	C4_00130W_A|726	0.00136959293763334	undirected	NA	NA
C1_04450C_A|833	C4_00720W_A|825	1.71918914556141e-05	undirected	NA	NA
C1_04450C_A|833	C4_01230C_A|411	0.000192908293166474	undirected	NA	NA
C1_04450C_A|833	C4_01320C_A|2838	0.000643477476824711	undirected	NA	NA
C1_04450C_A|833	C4_01850C_A|1920	0.000768768317581983	undirected	NA	NA
C1_04450C_A|833	C4_01860C_A|1305	0.0029455336085739	undirected	NA	NA
C1_04450C_A|833	C4_02030W_A|3336	0.00251180544540127	undirected	NA	NA
C1_04450C_A|833	C4_02900C_A|1362	1.50373718252297e-05	undirected	NA	NA
C1_04450C_A|833	C4_03570W_A|1905	0.00504945252809936	undirected	NA	NA
